name,x,y,z,theta_rad1,theta_rad2,theta_rad3
2011_09_28_drive_0138_sync_0000000063,0,0,0,-3.33,-1.81,0
2011_09_28_drive_0138_sync_0000000067,-0.4,0,-0.31,0,0.71,-3.45
2011_09_28_drive_0138_sync_0000000033,0.23,0,0,0,0,-4.48
2011_09_28_drive_0138_sync_0000000031,0.32,0.33,0.22,-4.92,0,4.0
2011_09_28_drive_0138_sync_0000000064,-0.16,0.12,-0.23,-4.17,-4.49,0
2011_09_28_drive_0138_sync_0000000003,0,0,0,-2.95,0,0
2011_09_28_drive_0138_sync_0000000061,0,0.19,0,0,-4.27,1.19
2011_09_28_drive_0138_sync_0000000046,-0.32,-0.39,0,-1.71,1.46,0
2011_09_28_drive_0138_sync_0000000000,0,-0.37,0,3.7,0,-4.41
2011_09_28_drive_0141_sync_0000000048,0.32,0,-0.21,0,2.14,1.93
2011_09_28_drive_0141_sync_0000000069,0,0.41,-0.25,4.56,-4.13,2.75
2011_09_28_drive_0141_sync_0000000010,0,0,0,0,0,-3.14
2011_09_28_drive_0141_sync_0000000029,0.31,0,0.27,0,3.46,-3.6
2011_09_28_drive_0141_sync_0000000040,-0.21,0.25,0,2.46,1.94,-3.49
2011_09_28_drive_0141_sync_0000000017,0,0.39,0.26,0.54,-1.42,-1.86
2011_09_28_drive_0141_sync_0000000052,0,0,-0.26,0,4.68,3.38
2011_09_28_drive_0141_sync_0000000044,0,-0.17,-0.47,4.4,1.57,2.91
2011_09_28_drive_0141_sync_0000000034,-0.22,0.41,0,-4.81,0,0
2011_09_28_drive_0141_sync_0000000049,0,0.3,-0.4,-2.49,0,-4.47
2011_09_28_drive_0141_sync_0000000054,0,0.26,-0.38,0,0,-1.85
2011_09_28_drive_0141_sync_0000000016,0,-0.17,0.16,0,0,3.53
2011_09_28_drive_0141_sync_0000000055,0.1,0,0.45,-3.96,-1.2,4.95
2011_09_28_drive_0141_sync_0000000036,0,0,0.49,0,0,0
2011_09_28_drive_0141_sync_0000000066,0.37,0.34,-0.45,3.68,0,-4.98
2011_09_28_drive_0141_sync_0000000035,0,0,0.12,2.59,0,0
2011_09_28_drive_0141_sync_0000000050,0,0,0,3.53,0,-3.75
2011_09_28_drive_0141_sync_0000000041,0,0,0,0,0,-4.92
2011_09_28_drive_0141_sync_0000000042,-0.48,0,0,0,0,0
2011_09_28_drive_0141_sync_0000000037,0,0,-0.19,3.03,2.02,-4.44
2011_09_28_drive_0141_sync_0000000022,0,0,0,0,0,3.13
2011_09_28_drive_0141_sync_0000000015,0.35,0.48,0.16,1.92,0,-1.39
2011_09_28_drive_0141_sync_0000000043,0.49,0,0,0,0.89,2.95
2011_09_28_drive_0141_sync_0000000045,0,0,0.33,-1.78,0,0
2011_09_28_drive_0141_sync_0000000056,0,0,0,-0.57,-4.09,1.98
2011_09_28_drive_0141_sync_0000000006,0,0.39,0,0,0,1.74
2011_09_28_drive_0141_sync_0000000020,-0.3,0,-0.48,-1.68,0,2.58
2011_09_28_drive_0141_sync_0000000038,0,0,0,4.32,0,2.46
2011_09_28_drive_0141_sync_0000000070,0,0,-0.24,-3.0,0,0
2011_09_28_drive_0141_sync_0000000047,-0.39,0,0,0,0,0
2011_09_28_drive_0141_sync_0000000065,-0.4,0.2,-0.44,-1.12,0,0
2011_09_28_drive_0141_sync_0000000012,0,-0.37,-0.48,0,-1.22,-4.0
2011_09_28_drive_0141_sync_0000000013,0,-0.33,0,3.31,0,-1.07
2011_09_28_drive_0141_sync_0000000019,0.27,0.26,0,0,0,0.94
2011_09_28_drive_0141_sync_0000000039,-0.16,-0.46,0.18,0,-4.24,0
2011_09_28_drive_0141_sync_0000000059,0,0.17,0.33,0,0,4.89
2011_09_28_drive_0141_sync_0000000027,0,-0.15,0,-1.85,0,1.91
2011_09_28_drive_0141_sync_0000000060,0,-0.2,0,0,-2.0,-4.29
2011_09_28_drive_0141_sync_0000000007,0,0,0,-0.64,0,0
2011_09_28_drive_0141_sync_0000000011,0,0,0,-0.67,0,0
2011_09_28_drive_0141_sync_0000000062,0,0,0,1.78,-3.66,0
2011_09_28_drive_0141_sync_0000000032,0,0,-0.15,-0.83,1.28,0
2011_09_28_drive_0141_sync_0000000026,0,-0.42,0.34,0,0,3.38
2011_09_28_drive_0141_sync_0000000023,0,0,-0.3,0,0,0
2011_09_28_drive_0141_sync_0000000005,0,0,0.16,-4.83,0,3.27
2011_09_28_drive_0141_sync_0000000018,0,0.4,0,0,0,0
2011_09_28_drive_0141_sync_0000000051,0,0.32,0,0,-2.36,0
2011_09_28_drive_0141_sync_0000000068,0,-0.21,0,0,0,0
2011_09_28_drive_0141_sync_0000000025,0.15,0,0.19,-3.5,-4.27,2.15
2011_09_28_drive_0141_sync_0000000024,-0.18,0,0.13,0,0,-4.51
2011_09_28_drive_0141_sync_0000000030,0,0,-0.24,-1.31,0,-2.65
2011_09_28_drive_0141_sync_0000000058,-0.11,-0.32,0,0,-3.14,-2.85
2011_09_28_drive_0141_sync_0000000002,0,-0.47,-0.4,-3.89,0,0
2011_09_28_drive_0141_sync_0000000001,-0.26,0,-0.46,0,0,2.74
2011_09_28_drive_0141_sync_0000000008,0.31,0.16,-0.16,0,2.19,3.04
2011_09_28_drive_0141_sync_0000000057,-0.15,-0.12,-0.14,0,0,-3.66
2011_09_28_drive_0141_sync_0000000009,0.28,0,0.33,0,-1.42,0
2011_09_28_drive_0141_sync_0000000004,0,0,0,0,0,2.9
2011_09_28_drive_0141_sync_0000000014,0,0,0,4.79,-2.87,0
2011_09_28_drive_0141_sync_0000000021,0,0.48,0,0,0,1.64
2011_09_28_drive_0141_sync_0000000028,-0.23,-0.15,-0.37,0,2.9,-2.48
2011_09_28_drive_0141_sync_0000000053,0,0,0,-3.71,0,-1.12
2011_09_28_drive_0141_sync_0000000063,-0.42,0,-0.37,2.83,0,-4.6
2011_09_28_drive_0141_sync_0000000067,0,-0.32,-0.35,-2.41,0,1.27
2011_09_28_drive_0141_sync_0000000033,0,0,0.37,-3.62,0,0
2011_09_28_drive_0141_sync_0000000031,0,0,0.24,-2.25,0,2.18
2011_09_28_drive_0141_sync_0000000064,0,-0.39,0,0,0,0
2011_09_28_drive_0141_sync_0000000003,0,0.11,-0.33,3.25,-0.81,-2.62
2011_09_28_drive_0141_sync_0000000061,0.19,0.36,0,-3.12,1.13,-2.91
2011_09_28_drive_0141_sync_0000000046,0,-0.23,-0.16,0,0,3.77
2011_09_28_drive_0141_sync_0000000000,0,0,-0.32,-3.38,-1.76,0
2011_09_28_drive_0143_sync_0000000010,0.21,0,-0.16,-3.36,4.07,2.41
2011_09_28_drive_0143_sync_0000000029,-0.16,-0.25,0,0,0,0
2011_09_28_drive_0143_sync_0000000017,0,0,0,-1.43,0,0
2011_09_28_drive_0143_sync_0000000016,-0.22,0.5,0.16,0,-1.24,-1.87
2011_09_28_drive_0143_sync_0000000022,0.46,0,0,0,0,0
2011_09_28_drive_0143_sync_0000000015,-0.21,0,0,-1.98,-3.52,2.61
2011_09_28_drive_0143_sync_0000000006,0,-0.42,0,1.42,-1.07,2.59
2011_09_28_drive_0143_sync_0000000020,0.11,0,0.47,-2.76,1.33,3.48
2011_09_28_drive_0143_sync_0000000012,0,0.33,0,0,2.95,0
2011_09_28_drive_0143_sync_0000000013,0,0,0,0,0,-1.5
2011_09_28_drive_0143_sync_0000000019,0,0,0,-2.26,0,2.67
2011_09_28_drive_0143_sync_0000000027,0,0,0,0,0,3.18
2011_09_28_drive_0143_sync_0000000007,0.32,0.18,0,0,-1.31,2.44
2011_09_28_drive_0143_sync_0000000011,-0.48,0.39,-0.25,4.62,0,3.72
2011_09_28_drive_0143_sync_0000000026,0.33,0.14,0,0,0,0
2011_09_28_drive_0143_sync_0000000023,0,-0.11,0,0,-1.09,-2.39
2011_09_28_drive_0143_sync_0000000005,0.26,0,0.47,2.79,0,0
2011_09_28_drive_0143_sync_0000000018,0,0,0,0,-2.53,0
2011_09_28_drive_0143_sync_0000000025,0,0,-0.5,3.96,-1.12,-1.92
2011_09_28_drive_0143_sync_0000000024,0.2,0.45,0,0,-4.35,3.18
2011_09_28_drive_0143_sync_0000000030,0,0,0.29,0,0,0
2011_09_28_drive_0143_sync_0000000002,0,0,0,-1.77,0,3.83
2011_09_28_drive_0143_sync_0000000001,0,0,-0.4,0,0,0
2011_09_28_drive_0143_sync_0000000008,0,-0.34,0,-2.33,-3.23,0
2011_09_28_drive_0143_sync_0000000009,0,0,0,2.61,0,3.68
2011_09_28_drive_0143_sync_0000000004,0.35,-0.25,-0.42,0,1.97,-1.94
2011_09_28_drive_0143_sync_0000000014,0,0,0,0,3.79,0
2011_09_28_drive_0143_sync_0000000021,-0.34,0.12,-0.38,-1.53,2.69,0
2011_09_28_drive_0143_sync_0000000028,-0.39,0,0.3,-3.69,0.65,-3.56
2011_09_28_drive_0143_sync_0000000031,-0.22,0,0.33,-2.89,4.0,4.04
2011_09_28_drive_0143_sync_0000000003,0,-0.17,-0.14,0,-0.8,-1.29
2011_09_28_drive_0143_sync_0000000000,0.17,-0.26,0.5,-0.82,0,2.52
2011_09_28_drive_0145_sync_0000000010,0.38,0,0.19,0,0,4.25
2011_09_28_drive_0145_sync_0000000029,0,-0.32,0,0,0,-0.99
2011_09_28_drive_0145_sync_0000000017,-0.34,-0.29,0,-4.51,0,1.04
2011_09_28_drive_0145_sync_0000000034,0,0,-0.36,0,0,-3.88
2011_09_28_drive_0145_sync_0000000016,0.18,0,0,1.35,0,-3.27
2011_09_28_drive_0145_sync_0000000035,0,0.27,0,2.63,0,4.52
2011_09_28_drive_0145_sync_0000000022,0,0.43,0,0,3.69,3.63
2011_09_28_drive_0145_sync_0000000015,0,0.37,0.13,1.53,0,-3.32
2011_09_28_drive_0145_sync_0000000006,0.26,-0.11,0.48,3.28,0,-3.96
2011_09_28_drive_0145_sync_0000000020,0,0,0.16,0,0,0
2011_09_28_drive_0145_sync_0000000012,0.34,0,-0.23,0,-1.78,3.04
2011_09_28_drive_0145_sync_0000000013,0,0,0,3.99,0,0.93
2011_09_28_drive_0145_sync_0000000019,0,-0.43,0,0,0,-2.95
2011_09_28_drive_0145_sync_0000000027,-0.38,0.38,0,0,0,0
2011_09_28_drive_0145_sync_0000000007,0,0,0,0,0,1.91
2011_09_28_drive_0145_sync_0000000011,0,0,0,0,-4.02,0
2011_09_28_drive_0145_sync_0000000032,0.44,-0.13,0,0,3.39,-4.44
2011_09_28_drive_0145_sync_0000000026,-0.44,0.23,0,0,0,3.11
2011_09_28_drive_0145_sync_0000000023,0,0,0.24,0,0,0
2011_09_28_drive_0145_sync_0000000005,-0.48,0,0,0,0,0
2011_09_28_drive_0145_sync_0000000018,0,-0.33,0,0,0,0
2011_09_28_drive_0145_sync_0000000025,-0.2,0,-0.49,0,0,-2.97
2011_09_28_drive_0145_sync_0000000024,-0.39,-0.16,-0.19,0,2.58,2.54
2011_09_28_drive_0145_sync_0000000030,0,-0.33,-0.4,-4.57,0,-4.87
2011_09_28_drive_0145_sync_0000000002,0.12,0.17,-0.28,-2.64,0,0
2011_09_28_drive_0145_sync_0000000001,0,0,0,3.87,1.94,-4.08
2011_09_28_drive_0145_sync_0000000008,-0.37,0,-0.28,0,0,0
2011_09_28_drive_0145_sync_0000000009,0,0,-0.15,-3.88,2.65,2.82
2011_09_28_drive_0145_sync_0000000004,0,0,0,-2.04,0,0
2011_09_28_drive_0145_sync_0000000014,0,-0.41,-0.25,0.85,-0.89,3.84
2011_09_28_drive_0145_sync_0000000021,-0.27,0.22,-0.45,3.72,0,-0.6
2011_09_28_drive_0145_sync_0000000028,0,0,0,-2.33,3.57,0
2011_09_28_drive_0145_sync_0000000033,-0.25,0,0.32,-2.83,1.11,-4.61
2011_09_28_drive_0145_sync_0000000031,0,0,-0.23,0,0,0
2011_09_28_drive_0145_sync_0000000003,-0.31,-0.17,-0.34,4.93,-2.05,0
2011_09_28_drive_0145_sync_0000000000,0,0,0,-4.49,-1.38,-1.84
2011_09_28_drive_0146_sync_0000000048,-0.5,0,-0.16,-3.78,-3.62,-1.05
2011_09_28_drive_0146_sync_0000000069,0.35,0.47,0,2.33,0,3.08
2011_09_28_drive_0146_sync_0000000010,0.34,-0.45,0.43,4.47,0,2.86
2011_09_28_drive_0146_sync_0000000029,0.16,0.5,0.37,0,-0.51,1.88
2011_09_28_drive_0146_sync_0000000040,0,0,-0.44,0,0,4.83
2011_09_28_drive_0146_sync_0000000017,-0.48,0,-0.17,0,2.36,1.7
2011_09_28_drive_0146_sync_0000000052,-0.46,0,0.14,0,-3.58,-2.66
2011_09_28_drive_0146_sync_0000000044,0.12,-0.4,-0.29,0,1.12,4.76
2011_09_28_drive_0146_sync_0000000034,0,-0.4,0,-0.98,0,0
2011_09_28_drive_0146_sync_0000000049,0.23,-0.43,-0.43,-3.71,3.78,0
2011_09_28_drive_0146_sync_0000000054,0.24,0,0,0,0,0
2011_09_28_drive_0146_sync_0000000016,-0.38,-0.43,0,-0.97,0,0
2011_09_28_drive_0146_sync_0000000055,0,-0.13,0.22,0,-1.54,0
2011_09_28_drive_0146_sync_0000000036,0.21,0.39,-0.26,0,4.44,0
2011_09_28_drive_0146_sync_0000000066,0,-0.27,0.46,0,0,4.35
2011_09_28_drive_0146_sync_0000000035,0,-0.26,0.11,0,0,0
2011_09_28_drive_0146_sync_0000000050,0.22,0.32,0,4.83,4.05,3.2
2011_09_28_drive_0146_sync_0000000041,0,0.37,0,0,4.44,-2.08
2011_09_28_drive_0146_sync_0000000042,0.18,0,-0.5,0,0,0.86
2011_09_28_drive_0146_sync_0000000037,0,-0.34,0,0,-2.46,0
2011_09_28_drive_0146_sync_0000000022,0,-0.25,0,3.29,1.0,-2.58
2011_09_28_drive_0146_sync_0000000015,0.25,-0.19,-0.21,3.06,0,0
2011_09_28_drive_0146_sync_0000000043,0.4,0,0,0,0,2.63
2011_09_28_drive_0146_sync_0000000045,-0.49,0.31,0,0,0,4.95
2011_09_28_drive_0146_sync_0000000056,0.17,0,0,0,0,0
2011_09_28_drive_0146_sync_0000000006,0.46,0,0,0,-3.38,0
2011_09_28_drive_0146_sync_0000000020,0,0,0.43,0,0,0
2011_09_28_drive_0146_sync_0000000038,0.46,0.35,0.45,0,4.4,0
2011_09_28_drive_0146_sync_0000000070,0,0,0,-4.91,0,0
2011_09_28_drive_0146_sync_0000000047,0,0,0.27,-3.65,0,3.56
2011_09_28_drive_0146_sync_0000000065,0,0,0,2.53,0,-3.83
2011_09_28_drive_0146_sync_0000000012,0.11,0,-0.2,0,0,0
2011_09_28_drive_0146_sync_0000000013,0.22,0,0.3,1.96,0,3.28
2011_09_28_drive_0146_sync_0000000019,0,0,0,3.07,0,0
2011_09_28_drive_0146_sync_0000000039,-0.23,0.3,0,0,0,-2.97
2011_09_28_drive_0146_sync_0000000059,-0.14,0,0,0,-3.57,2.33
2011_09_28_drive_0146_sync_0000000027,0,0.26,0.28,0,2.66,2.37
2011_09_28_drive_0146_sync_0000000060,-0.35,0,0,0,2.65,0
2011_09_28_drive_0146_sync_0000000007,0,0,0,0,0,1.59
2011_09_28_drive_0146_sync_0000000011,0,0,-0.47,0,0,-1.82
2011_09_28_drive_0146_sync_0000000062,0,0.15,0.46,0,0,1.13
2011_09_28_drive_0146_sync_0000000032,0.29,-0.23,0,-3.11,-1.69,-2.66
2011_09_28_drive_0146_sync_0000000026,-0.48,0,0,3.59,0,-3.44
2011_09_28_drive_0146_sync_0000000023,0.46,0,-0.48,-2.51,1.97,-3.84
2011_09_28_drive_0146_sync_0000000005,0,0,-0.18,2.85,-2.96,0
2011_09_28_drive_0146_sync_0000000018,0,0,-0.37,0,0,-4.65
2011_09_28_drive_0146_sync_0000000051,-0.39,-0.42,0.46,0,-1.58,-2.58
2011_09_28_drive_0146_sync_0000000068,-0.21,0,0,0,0,0
2011_09_28_drive_0146_sync_0000000025,-0.24,-0.22,0.12,0,3.99,2.51
2011_09_28_drive_0146_sync_0000000024,0,0,0,0,1.09,0
2011_09_28_drive_0146_sync_0000000030,-0.38,0,-0.39,3.81,4.62,1.02
2011_09_28_drive_0146_sync_0000000058,0,0.18,-0.14,0,4.01,0
2011_09_28_drive_0146_sync_0000000002,0,-0.43,0.36,3.26,0,0.61
2011_09_28_drive_0146_sync_0000000001,0,0,-0.26,0,0,3.12
2011_09_28_drive_0146_sync_0000000008,0,0.15,0,0,-2.8,2.54
2011_09_28_drive_0146_sync_0000000057,-0.37,0,0,0,0,0
2011_09_28_drive_0146_sync_0000000009,0.29,0.14,0,-2.63,4.75,0
2011_09_28_drive_0146_sync_0000000004,-0.42,-0.23,0,0,0,0
2011_09_28_drive_0146_sync_0000000014,0,0,-0.4,0,3.58,-4.2
2011_09_28_drive_0146_sync_0000000021,0,-0.21,-0.16,0,1.6,4.64
2011_09_28_drive_0146_sync_0000000028,0,0.21,0,0,0,4.04
2011_09_28_drive_0146_sync_0000000053,0,0,0.34,0,-4.75,0
2011_09_28_drive_0146_sync_0000000063,0.23,0,0.36,0,0,0
2011_09_28_drive_0146_sync_0000000067,0.37,0,-0.39,0,0,4.5
2011_09_28_drive_0146_sync_0000000033,0.31,0.34,0,4.52,-2.14,1.43
2011_09_28_drive_0146_sync_0000000031,0,-0.39,-0.23,-0.79,0,-2.12
2011_09_28_drive_0146_sync_0000000064,0.3,0,0,0,0,0
2011_09_28_drive_0146_sync_0000000003,0,0,-0.23,0,-4.39,-0.72
2011_09_28_drive_0146_sync_0000000061,0,0,0,0,3.09,-3.03
2011_09_28_drive_0146_sync_0000000046,0,-0.27,0.22,0,0,0
2011_09_28_drive_0146_sync_0000000000,-0.4,-0.11,0.36,2.85,0,4.02
2011_09_28_drive_0149_sync_0000000010,-0.22,-0.42,-0.4,2.27,0,0
2011_09_28_drive_0149_sync_0000000029,0,0,0,0,0,-2.18
2011_09_28_drive_0149_sync_0000000040,0.47,0.23,0.27,1.31,0,4.68
2011_09_28_drive_0149_sync_0000000017,0,0.31,0.22,2.04,0,1.8
2011_09_28_drive_0149_sync_0000000044,-0.38,0.12,-0.21,0,0,-4.96
2011_09_28_drive_0149_sync_0000000034,0,0,0,0,0,0.69
2011_09_28_drive_0149_sync_0000000016,0.38,0.48,0.39,0,0,4.34
2011_09_28_drive_0149_sync_0000000036,0.32,0,0,0,0,0
2011_09_28_drive_0149_sync_0000000035,0,0.41,0.1,0,1.75,4.77
2011_09_28_drive_0149_sync_0000000041,0,0,-0.5,2.27,0,0
2011_09_28_drive_0149_sync_0000000042,0,-0.47,0,1.47,0,0
2011_09_28_drive_0149_sync_0000000037,0,0,-0.18,-2.23,-3.39,4.12
2011_09_28_drive_0149_sync_0000000022,-0.49,0,0.28,1.65,0,0
2011_09_28_drive_0149_sync_0000000015,0,0.4,0,0,0,0
2011_09_28_drive_0149_sync_0000000043,0.39,-0.23,0,-3.21,0,0
2011_09_28_drive_0149_sync_0000000045,0.25,0.46,0,4.93,0,0
2011_09_28_drive_0149_sync_0000000006,0.42,0,0,0,0,0
2011_09_28_drive_0149_sync_0000000020,0,0,0,1.95,0,0
2011_09_28_drive_0149_sync_0000000038,0.13,0.46,-0.19,0,0,4.46
2011_09_28_drive_0149_sync_0000000012,0,0.2,0.21,-1.45,-3.56,1.97
2011_09_28_drive_0149_sync_0000000013,0,0.29,-0.34,-1.52,0,0.78
2011_09_28_drive_0149_sync_0000000019,0,0.45,0,0,3.32,-2.23
2011_09_28_drive_0149_sync_0000000039,0.37,0,0,0,2.0,-0.63
2011_09_28_drive_0149_sync_0000000027,0,0,0,1.59,0,0
2011_09_28_drive_0149_sync_0000000007,0.11,0,0.46,0,-4.36,-1.7
2011_09_28_drive_0149_sync_0000000011,-0.25,0.31,0.13,0,2.35,0
2011_09_28_drive_0149_sync_0000000032,0.45,0,-0.2,2.56,0,0
2011_09_28_drive_0149_sync_0000000026,0.48,0.38,-0.2,-2.14,0,4.98
2011_09_28_drive_0149_sync_0000000023,0.43,0,0.15,-2.54,2.44,-3.54
2011_09_28_drive_0149_sync_0000000005,0.22,0.49,0.23,-4.29,0,1.77
2011_09_28_drive_0149_sync_0000000018,-0.38,0,-0.15,1.07,-1.21,2.78
2011_09_28_drive_0149_sync_0000000025,0.31,0,0,0,0,0.79
2011_09_28_drive_0149_sync_0000000024,0.25,0,0,0,0,0
2011_09_28_drive_0149_sync_0000000030,0,0,0,-3.89,-4.91,-0.68
2011_09_28_drive_0149_sync_0000000002,0,-0.11,-0.26,-1.75,0,0
2011_09_28_drive_0149_sync_0000000001,-0.47,0,0,0,0,4.13
2011_09_28_drive_0149_sync_0000000008,-0.47,0,0.13,3.66,1.23,0
2011_09_28_drive_0149_sync_0000000009,0,0,0,0,-2.75,0
2011_09_28_drive_0149_sync_0000000004,0.16,-0.23,0,-3.4,0,-1.24
2011_09_28_drive_0149_sync_0000000014,-0.23,0.48,0,-4.71,-3.02,-4.41
2011_09_28_drive_0149_sync_0000000021,-0.33,0,0,1.8,0,0
2011_09_28_drive_0149_sync_0000000028,-0.5,0.27,0,0,-4.81,2.41
2011_09_28_drive_0149_sync_0000000033,0,0,0.15,2.35,0,-0.51
2011_09_28_drive_0149_sync_0000000031,0.36,-0.46,0,-0.54,-3.29,1.93
2011_09_28_drive_0149_sync_0000000003,0.2,0,0,0,-2.91,0
2011_09_28_drive_0149_sync_0000000000,0.23,0.23,0.26,-2.98,-2.98,0
2011_09_28_drive_0153_sync_0000000048,0,-0.32,0,0,0,0
2011_09_28_drive_0153_sync_0000000069,0.38,0,0,2.68,-1.44,0
2011_09_28_drive_0153_sync_0000000010,0,-0.44,0,0,0,-3.11
2011_09_28_drive_0153_sync_0000000029,0,-0.15,0.11,-0.78,0,-2.41
2011_09_28_drive_0153_sync_0000000079,0,-0.42,-0.29,4.99,0,-3.95
2011_09_28_drive_0153_sync_0000000074,0.31,0.18,0,0,4.78,0
2011_09_28_drive_0153_sync_0000000040,0,0,0,0.76,0,0
2011_09_28_drive_0153_sync_0000000017,-0.44,-0.21,-0.44,0,0,-4.27
2011_09_28_drive_0153_sync_0000000052,-0.17,-0.5,-0.12,0,0,1.11
2011_09_28_drive_0153_sync_0000000044,0,-0.43,0,0,0,0
2011_09_28_drive_0153_sync_0000000083,0.33,0,0,1.69,0,-4.19
2011_09_28_drive_0153_sync_0000000034,0.44,0,0.14,0,0,0
2011_09_28_drive_0153_sync_0000000049,0.49,-0.12,0.2,-3.96,1.19,0
2011_09_28_drive_0153_sync_0000000077,0,0,0,-1.84,0,0
2011_09_28_drive_0153_sync_0000000054,0.26,0.17,0,2.68,0,0
2011_09_28_drive_0153_sync_0000000016,0.22,0,0,0,0,0
2011_09_28_drive_0153_sync_0000000055,0,0,0.49,0,0,0
2011_09_28_drive_0153_sync_0000000036,-0.48,0,0,0,0,0
2011_09_28_drive_0153_sync_0000000066,0,0.37,-0.5,4.05,4.56,0
2011_09_28_drive_0153_sync_0000000035,0.39,0.13,0,4.52,0,3.73
2011_09_28_drive_0153_sync_0000000050,0,0,0.45,2.05,0,0.71
2011_09_28_drive_0153_sync_0000000041,-0.25,0,-0.18,1.72,0,-3.99
2011_09_28_drive_0153_sync_0000000084,0,0,-0.35,-0.89,1.2,0
2011_09_28_drive_0153_sync_0000000042,0,0,0,0,0,-2.51
2011_09_28_drive_0153_sync_0000000037,-0.29,-0.49,0,3.78,0,3.85
2011_09_28_drive_0153_sync_0000000022,0,0,0,0,0,-4.23
2011_09_28_drive_0153_sync_0000000015,0.25,0,0,0,0,0
2011_09_28_drive_0153_sync_0000000087,0,-0.4,0,-4.53,0,-3.19
2011_09_28_drive_0153_sync_0000000043,0.13,0.27,0,4.28,0,0.99
2011_09_28_drive_0153_sync_0000000045,0,0,0,0,0,-3.75
2011_09_28_drive_0153_sync_0000000056,-0.15,0,0,-2.55,-3.28,3.21
2011_09_28_drive_0153_sync_0000000006,0.45,0.45,0.31,0,3.24,3.12
2011_09_28_drive_0153_sync_0000000020,-0.14,-0.45,0,-0.85,2.94,1.6
2011_09_28_drive_0153_sync_0000000038,-0.37,0.34,0.25,4.41,-3.84,0
2011_09_28_drive_0153_sync_0000000070,0,0,-0.17,-0.94,0,2.09
2011_09_28_drive_0153_sync_0000000075,-0.23,0,-0.24,0,0,0
2011_09_28_drive_0153_sync_0000000047,0,0,0,0,4.71,3.06
2011_09_28_drive_0153_sync_0000000065,0.49,0.39,-0.39,0,3.18,-2.65
2011_09_28_drive_0153_sync_0000000012,0,-0.26,-0.22,4.39,3.8,3.02
2011_09_28_drive_0153_sync_0000000071,0,0.22,0.16,0,-3.43,0
2011_09_28_drive_0153_sync_0000000013,0.13,-0.14,-0.33,4.39,3.48,0
2011_09_28_drive_0153_sync_0000000019,0.16,0,0,3.93,1.08,0
2011_09_28_drive_0153_sync_0000000039,-0.37,0,0,0,0,-4.16
2011_09_28_drive_0153_sync_0000000059,0,0,0,0,0,4.34
2011_09_28_drive_0153_sync_0000000027,0,-0.27,-0.14,-2.87,-1.46,1.21
2011_09_28_drive_0153_sync_0000000082,0,0,0,1.4,-3.66,0
2011_09_28_drive_0153_sync_0000000060,0.24,0.39,0,0,0,0
2011_09_28_drive_0153_sync_0000000086,-0.37,0.38,0.49,0.83,0,0
2011_09_28_drive_0153_sync_0000000007,0,0,0.32,-2.04,-4.72,-3.09
2011_09_28_drive_0153_sync_0000000011,0.35,0,0.25,0,0,1.13
2011_09_28_drive_0153_sync_0000000088,0,0.12,-0.34,1.17,0,1.53
2011_09_28_drive_0153_sync_0000000076,-0.16,-0.16,-0.27,0,3.26,4.58
2011_09_28_drive_0153_sync_0000000062,0,-0.42,0,-0.63,0,-2.04
2011_09_28_drive_0153_sync_0000000080,-0.3,-0.31,0.3,0,-1.55,0
2011_09_28_drive_0153_sync_0000000032,0,-0.28,0,-4.41,2.66,0
2011_09_28_drive_0153_sync_0000000026,0,-0.3,-0.15,-0.96,-3.04,-1.15
2011_09_28_drive_0153_sync_0000000023,0.49,0.16,0,-3.55,-2.07,4.35
2011_09_28_drive_0153_sync_0000000005,-0.3,-0.28,-0.22,-4.36,-1.46,0
2011_09_28_drive_0153_sync_0000000018,-0.28,0,-0.33,0,0,2.47
2011_09_28_drive_0153_sync_0000000081,-0.12,0,0,0,0,0
2011_09_28_drive_0153_sync_0000000073,0.29,-0.2,0.49,0,0,4.72
2011_09_28_drive_0153_sync_0000000085,-0.5,-0.25,0.17,1.02,0,-2.07
2011_09_28_drive_0153_sync_0000000051,0,0.23,0,1.75,0,0
2011_09_28_drive_0153_sync_0000000068,0,0,-0.28,-2.54,-1.35,-4.65
2011_09_28_drive_0153_sync_0000000025,0,0.14,0.26,2.39,-3.4,-2.47
2011_09_28_drive_0153_sync_0000000024,0,0.39,0.5,2.56,2.17,1.4
2011_09_28_drive_0153_sync_0000000030,0,-0.1,0,-1.86,4.11,-3.71
2011_09_28_drive_0153_sync_0000000058,0.48,0.49,0,-0.7,-2.16,4.55
2011_09_28_drive_0153_sync_0000000002,0,-0.33,0,0,0,0
2011_09_28_drive_0153_sync_0000000072,-0.23,0,0.19,-1.67,4.21,-2.67
2011_09_28_drive_0153_sync_0000000001,0,-0.32,-0.45,2.2,-1.75,4.19
2011_09_28_drive_0153_sync_0000000008,0,0,0,0,-1.93,-3.82
2011_09_28_drive_0153_sync_0000000057,0.34,0,0,0,0.9,0
2011_09_28_drive_0153_sync_0000000009,0,0.32,0,-3.35,0,0
2011_09_28_drive_0153_sync_0000000078,-0.12,-0.43,-0.21,-2.21,0,2.44
2011_09_28_drive_0153_sync_0000000004,0,0,0.11,0.61,0.66,4.75
2011_09_28_drive_0153_sync_0000000014,-0.12,0.45,0.35,0,0.99,-1.67
2011_09_28_drive_0153_sync_0000000021,0,0,0,0,4.98,0
