name,x,y,z,theta_rad1,theta_rad2,theta_rad3
2011_10_03_drive_0027_sync_0000002942,-0.42,-0.4,0,-3.5,-3.49,1.9
2011_09_26_drive_0036_sync_0000000125,-0.45,-0.4,-0.13,0,0,-0.95
2011_09_26_drive_0061_sync_0000000385,0,-0.35,0,-3.26,0,0
2011_10_03_drive_0027_sync_0000002561,-0.39,0.4,-0.39,0,-3.92,0
2011_09_26_drive_0022_sync_0000000502,-0.3,-0.1,0,0,0,0
2011_09_26_drive_0046_sync_0000000079,0,0,-0.3,0,-4.01,-4.8
2011_09_26_drive_0023_sync_0000000022,0.38,0,0.33,0,-1.81,-2.11
2011_09_26_drive_0101_sync_0000000025,0,0.12,0,0,0,0
2011_09_26_drive_0022_sync_0000000463,0,0,0,0,0,-0.75
2011_09_26_drive_0027_sync_0000000115,0,0.41,-0.15,3.06,4.52,0
2011_10_03_drive_0027_sync_0000002705,-0.32,0.44,0,0,0,4.49
2011_09_26_drive_0011_sync_0000000176,0.29,-0.31,0.33,0,0,-2.08
2011_09_26_drive_0028_sync_0000000227,0.22,-0.39,0.47,3.96,2.57,0
2011_09_26_drive_0056_sync_0000000111,-0.21,0,-0.19,1.79,1.7,0
2011_09_26_drive_0032_sync_0000000347,0.1,0.16,0,0,0,0
2011_10_03_drive_0027_sync_0000003783,-0.47,-0.17,0.34,0,-4.5,1.9
2011_09_26_drive_0022_sync_0000000092,-0.37,0.35,0.27,4.56,0,0
2011_10_03_drive_0042_sync_0000001155,0.4,0.18,0,0,-4.99,-4.22
2011_09_26_drive_0095_sync_0000000070,0.14,-0.27,0,0,0,0
2011_10_03_drive_0027_sync_0000003857,0,0,0,0.76,-4.8,0
2011_09_26_drive_0022_sync_0000000231,-0.45,0,0.12,1.88,0,0
2011_09_26_drive_0101_sync_0000000299,-0.2,0.4,-0.28,-2.96,0,-4.61
2011_09_26_drive_0051_sync_0000000398,-0.37,-0.19,-0.18,-3.21,2.31,0
2011_09_26_drive_0023_sync_0000000288,0,0,0.34,0,0,0
2011_10_03_drive_0027_sync_0000000563,0,-0.15,0,0,0,-1.89
2011_09_26_drive_0036_sync_0000000471,0,0,0,0,3.87,0
2011_09_26_drive_0086_sync_0000000390,0,-0.23,0.48,-3.96,0,-2.84
2011_09_26_drive_0091_sync_0000000266,-0.12,0.39,-0.22,3.77,0,-3.9
2011_09_26_drive_0017_sync_0000000070,-0.47,0,0,0,0,0
2011_09_26_drive_0027_sync_0000000123,0.42,0.34,0,0,-1.21,-4.95
2011_09_26_drive_0039_sync_0000000393,0.29,0,0,0,0,3.42
2011_09_26_drive_0101_sync_0000000445,0,0.18,0.14,0,0,3.58
2011_10_03_drive_0027_sync_0000002043,-0.12,0,0.16,0,2.46,-1.22
2011_10_03_drive_0027_sync_0000004032,0.41,-0.43,-0.2,0,0,1.69
2011_09_26_drive_0101_sync_0000000195,-0.42,-0.25,-0.12,2.39,0,4.6
2011_09_26_drive_0056_sync_0000000065,-0.15,0,0,1.84,0,0
2011_09_26_drive_0056_sync_0000000018,0.28,-0.36,0.33,3.38,0,4.23
2011_09_26_drive_0014_sync_0000000271,0.22,0.12,0,0,-2.04,4.32
2011_10_03_drive_0027_sync_0000001617,0.21,0,0.49,0,4.23,-3.06
2011_09_26_drive_0056_sync_0000000035,-0.43,0,0,-2.26,-4.84,0
2011_10_03_drive_0027_sync_0000004364,0,-0.35,0,0,0,-4.28
2011_09_26_drive_0036_sync_0000000278,0,-0.41,0.21,-3.84,-4.73,-4.52
2011_09_26_drive_0027_sync_0000000057,0,0.47,0,4.58,0,0
2011_10_03_drive_0027_sync_0000003523,0,0,0.35,-1.21,0,0
2011_09_26_drive_0086_sync_0000000477,0,-0.41,0.46,-1.78,-4.68,-4.92
2011_09_26_drive_0036_sync_0000000555,-0.12,-0.37,0,0,0,1.96
2011_10_03_drive_0042_sync_0000000256,0,-0.26,0,2.42,0,4.48
2011_10_03_drive_0047_sync_0000000689,0,-0.2,0.21,0,0,0.7
2011_09_26_drive_0093_sync_0000000089,-0.3,-0.19,0.24,0,2.03,2.54
2011_09_26_drive_0064_sync_0000000119,0,-0.11,0,0,0,1.38
2011_10_03_drive_0027_sync_0000003298,0,0,0.33,-3.43,4.56,-4.86
2011_10_03_drive_0027_sync_0000002190,-0.41,-0.46,-0.16,0,1.36,2.06
2011_10_03_drive_0042_sync_0000000474,0,-0.43,0,0,0,0
2011_10_03_drive_0027_sync_0000000554,0,0,0.44,0,0,-3.22
2011_10_03_drive_0027_sync_0000000891,-0.17,0.14,0,-2.75,-1.35,0
2011_10_03_drive_0027_sync_0000003273,-0.2,0.4,0.48,-2.77,0.6,0
2011_09_26_drive_0046_sync_0000000092,0,0,0,0,-2.64,0
2011_09_26_drive_0087_sync_0000000302,0.26,0,0,0,0,0
2011_09_26_drive_0036_sync_0000000170,-0.2,0,0,0,-2.82,-4.57
2011_10_03_drive_0042_sync_0000000088,0.43,0.49,-0.36,-1.57,0,1.85
2011_09_26_drive_0061_sync_0000000646,0.23,0,0.46,-1.15,-4.27,1.49
2011_09_26_drive_0101_sync_0000000255,0,-0.22,0,-2.42,3.87,0
2011_09_26_drive_0079_sync_0000000035,-0.32,0,0,-4.83,0,2.57
2011_10_03_drive_0047_sync_0000000170,0,0.25,-0.16,2.79,0,0.52
2011_10_03_drive_0027_sync_0000002015,0,0,0.25,1.4,0,-0.85
2011_09_26_drive_0036_sync_0000000518,0,0,-0.48,-4.77,-4.86,0
2011_09_26_drive_0015_sync_0000000187,0,0,0,-4.11,0,0
2011_09_26_drive_0061_sync_0000000015,0,-0.21,-0.29,0,0,0
2011_09_26_drive_0064_sync_0000000253,0.42,0,0.34,0,0,0
2011_10_03_drive_0027_sync_0000004074,0,0,0.41,-1.25,0,0
2011_10_03_drive_0027_sync_0000003712,-0.22,0,0,0,0,0
2011_09_26_drive_0070_sync_0000000151,0.4,0.18,0,-3.26,4.74,-1.01
2011_10_03_drive_0027_sync_0000002521,0.13,-0.25,0,4.28,1.79,0
2011_10_03_drive_0027_sync_0000004082,0,0,0,-3.24,0,2.36
2011_10_03_drive_0047_sync_0000000349,0,0,0,-1.0,2.36,-1.29
2011_09_26_drive_0095_sync_0000000001,0.4,-0.16,0,-4.88,0.8,0
2011_09_26_drive_0048_sync_0000000007,0.32,-0.28,0,1.4,0,-2.36
2011_09_26_drive_0079_sync_0000000009,0,0.16,0,0,0,0
2011_09_26_drive_0086_sync_0000000285,-0.11,0,-0.49,-1.91,-4.68,-4.73
2011_09_26_drive_0064_sync_0000000118,-0.44,-0.24,0,0,-0.97,2.58
2011_10_03_drive_0027_sync_0000001115,0.3,0,0,-0.51,0,3.78
2011_10_03_drive_0027_sync_0000004538,0.35,0,0.25,0,0,0
2011_10_03_drive_0027_sync_0000002655,0,0,0.26,0,0,-2.1
2011_09_26_drive_0087_sync_0000000519,0,-0.15,0.29,-2.85,1.43,0
2011_09_26_drive_0022_sync_0000000242,0,0.41,0,0,2.7,0
2011_09_26_drive_0070_sync_0000000302,0,-0.34,0,0,0,0
2011_10_03_drive_0027_sync_0000002997,-0.24,0,0,0,-2.9,-1.49
2011_09_26_drive_0104_sync_0000000179,0,0,0,1.31,0,0
2011_10_03_drive_0042_sync_0000000348,0,0,-0.18,0,0,1.74
2011_10_03_drive_0042_sync_0000000006,-0.46,0.46,0,0,-1.6,3.19
2011_09_26_drive_0019_sync_0000000141,0,0,0,4.27,-3.68,0
2011_09_26_drive_0096_sync_0000000177,0,-0.28,0,-4.29,-4.47,0
2011_09_26_drive_0096_sync_0000000213,-0.41,0.24,-0.29,-2.42,0,0
2011_09_26_drive_0101_sync_0000000665,-0.17,0,0,0,0,3.49
2011_09_26_drive_0023_sync_0000000187,0,-0.41,0.49,4.42,3.17,1.28
2011_09_26_drive_0070_sync_0000000171,0,0,0,0,0.88,1.43
2011_10_03_drive_0027_sync_0000002847,0,-0.44,0,0,4.67,-2.69
2011_09_26_drive_0029_sync_0000000046,0,0,0.14,-2.5,4.07,-3.38
2011_09_26_drive_0036_sync_0000000033,0.33,0,0.34,2.18,-1.71,0
2011_10_03_drive_0047_sync_0000000537,-0.15,-0.32,0,0,0,0
2011_09_26_drive_0028_sync_0000000208,0.29,0.23,0.18,-3.4,0,0
2011_10_03_drive_0027_sync_0000004163,-0.4,-0.13,0.15,0,1.54,0
2011_09_26_drive_0018_sync_0000000242,0,0.5,0.35,-2.64,-2.29,4.47
2011_09_26_drive_0084_sync_0000000380,0,0,-0.23,-4.34,0,2.32
2011_09_26_drive_0084_sync_0000000104,0,-0.23,0,0,0,-2.32
2011_10_03_drive_0027_sync_0000000083,0,0,-0.23,4.54,4.85,-3.03
2011_09_26_drive_0015_sync_0000000067,0,0,-0.46,3.72,0.71,0
2011_10_03_drive_0027_sync_0000003899,0,0.16,-0.43,0,0,0
2011_09_26_drive_0057_sync_0000000048,0,0.32,0,0,-2.36,4.89
2011_09_26_drive_0029_sync_0000000404,-0.13,0,0,-0.7,-3.08,-1.03
2011_09_26_drive_0022_sync_0000000080,0.2,0,0,0,0,0
2011_09_26_drive_0036_sync_0000000373,0,0,0,0,3.53,0
2011_09_26_drive_0101_sync_0000000896,0,-0.35,0.15,4.59,0,-0.71
2011_09_26_drive_0011_sync_0000000022,0,-0.46,0,0,0,-0.77
2011_09_26_drive_0022_sync_0000000643,0.17,-0.3,0,-4.59,0,-1.61
2011_10_03_drive_0027_sync_0000001859,0,-0.12,0,-0.6,0.67,0
2011_09_26_drive_0095_sync_0000000212,0.14,-0.18,0.32,0,4.69,0
2011_09_26_drive_0093_sync_0000000307,0,0,-0.36,0,0,0
2011_10_03_drive_0027_sync_0000002572,0.28,0.28,0,1.54,0,3.37
2011_09_26_drive_0019_sync_0000000222,0.19,0,0,3.99,0,-0.79
2011_10_03_drive_0027_sync_0000003755,0.47,0.4,0.5,0,0,-2.83
2011_10_03_drive_0047_sync_0000000046,0,0,-0.14,0,0,0.5
2011_09_26_drive_0101_sync_0000000914,0,0,-0.34,0,0,0
2011_09_26_drive_0093_sync_0000000181,0,-0.15,0,-4.52,2.34,0
2011_10_03_drive_0027_sync_0000000435,-0.28,-0.43,-0.25,0,2.66,0
2011_09_26_drive_0064_sync_0000000267,0,0,0.18,0,0,0
2011_10_03_drive_0047_sync_0000000793,0,0,0,0,-3.51,-1.75
2011_10_03_drive_0027_sync_0000001738,0.18,0,0,0,0,4.14
2011_10_03_drive_0047_sync_0000000596,0.25,0.26,0.41,0,0,0
2011_09_26_drive_0036_sync_0000000519,-0.4,0.45,0,-3.57,0,0
2011_10_03_drive_0027_sync_0000001429,0.37,0,0,-3.53,0,2.29
2011_09_26_drive_0022_sync_0000000448,0,0,0,0,4.08,0
2011_10_03_drive_0027_sync_0000002030,0.2,0,0.21,0,0,-3.67
2011_10_03_drive_0027_sync_0000004034,0,0,-0.2,0,0,4.1
2011_09_26_drive_0039_sync_0000000202,0.1,-0.43,0,0,-2.46,0
2011_09_26_drive_0093_sync_0000000107,0.24,0,0.36,1.94,-4.03,3.68
2011_09_26_drive_0027_sync_0000000055,0,0,0,0,0,-3.22
2011_10_03_drive_0027_sync_0000004016,0,0.42,0,1.97,4.72,-1.99
2011_09_26_drive_0086_sync_0000000074,0.44,0.44,0,-0.57,-4.22,-4.56
2011_09_26_drive_0087_sync_0000000191,0.36,0,-0.48,0,4.15,0
2011_09_26_drive_0046_sync_0000000007,0,0.19,0,0,1.08,0
2011_10_03_drive_0027_sync_0000002044,0.2,0,0.23,-2.75,1.41,2.03
2011_09_26_drive_0018_sync_0000000045,0,0,0,-3.41,0,-2.19
2011_09_26_drive_0028_sync_0000000118,-0.11,0,0.34,0,0,0
2011_09_26_drive_0061_sync_0000000570,0,0,0,0,0,-3.48
2011_10_03_drive_0027_sync_0000004416,-0.38,-0.1,0,-4.59,-3.79,4.83
2011_10_03_drive_0027_sync_0000001482,0.17,0.42,0.41,0,1.55,1.88
2011_09_26_drive_0093_sync_0000000125,-0.17,0,0.34,1.45,3.4,2.74
2011_09_26_drive_0017_sync_0000000047,-0.31,0.18,0,-1.88,0,-2.13
2011_10_03_drive_0027_sync_0000003943,0,-0.24,0,-2.77,-2.19,0
2011_09_26_drive_0019_sync_0000000479,-0.22,0,-0.49,0,0,0
2011_09_26_drive_0022_sync_0000000110,0.42,0,-0.14,0,3.99,-2.34
2011_09_26_drive_0057_sync_0000000297,0.23,-0.13,0,2.38,-2.1,-4.87
2011_09_26_drive_0070_sync_0000000168,0,0,-0.39,3.2,0,-1.58
2011_09_26_drive_0022_sync_0000000358,0,0,0,0,4.41,0
2011_09_26_drive_0036_sync_0000000666,0,0,0.47,0,0,0
2011_09_26_drive_0032_sync_0000000195,0.12,0,0,3.07,0,0
2011_09_26_drive_0028_sync_0000000150,0.46,0.24,0.42,0,-1.77,1.28
2011_10_03_drive_0027_sync_0000000671,-0.15,0,0,0,0,0
2011_09_26_drive_0093_sync_0000000394,0.3,-0.43,-0.35,1.65,0,0
2011_09_26_drive_0061_sync_0000000496,0,-0.33,0.32,0,-4.8,1.87
2011_09_26_drive_0039_sync_0000000083,0,0,0,0,-4.29,0
2011_10_03_drive_0027_sync_0000000392,0.36,0,-0.39,0,0,0
2011_09_26_drive_0036_sync_0000000420,0,0.41,0,0,0,0
2011_09_26_drive_0101_sync_0000000461,0.1,0.42,-0.29,-4.95,0,-4.5
2011_09_26_drive_0027_sync_0000000063,0.48,-0.4,0,0,-2.56,0
2011_09_26_drive_0023_sync_0000000319,-0.13,0,0.34,-1.78,-3.68,0.69
2011_09_26_drive_0001_sync_0000000083,-0.22,0,0.32,-2.11,0,-4.43
2011_09_26_drive_0093_sync_0000000024,0,0.22,0,-0.98,1.74,0
2011_09_26_drive_0022_sync_0000000477,0,0,0,-3.22,4.68,1.26
2011_09_26_drive_0059_sync_0000000118,0,-0.31,0,0,0,-2.19
2011_09_26_drive_0039_sync_0000000110,0,0,0.46,1.26,0,-2.56
2011_09_26_drive_0029_sync_0000000070,-0.35,0,-0.4,0,3.96,1.69
2011_09_26_drive_0023_sync_0000000219,0.5,0,-0.24,2.98,0,-3.38
2011_10_03_drive_0042_sync_0000000945,0.5,0,-0.19,2.04,-0.85,1.78
2011_09_26_drive_0101_sync_0000000754,0,0.38,0,0,0,0
2011_10_03_drive_0027_sync_0000001378,0,0,0,4.76,0,-0.86
2011_09_26_drive_0061_sync_0000000269,0.21,0.47,0,4.11,3.07,2.32
2011_09_26_drive_0001_sync_0000000094,0,0.28,-0.34,-3.73,0.63,3.19
2011_09_26_drive_0070_sync_0000000102,-0.28,-0.46,0,4.48,0,0
2011_09_26_drive_0064_sync_0000000031,0,-0.37,0,3.8,2.27,-1.85
2011_09_26_drive_0064_sync_0000000567,0,0,-0.31,0,0,0
2011_09_26_drive_0011_sync_0000000104,0.34,0,0,0,3.45,0
2011_09_26_drive_0051_sync_0000000115,0.34,0,-0.4,0.65,0.78,-3.99
2011_09_26_drive_0059_sync_0000000312,0.15,-0.26,0,3.85,0.73,-1.73
2011_10_03_drive_0027_sync_0000002370,0.35,-0.43,0,0,4.0,-2.19
2011_09_26_drive_0036_sync_0000000285,0.33,0,0,0,1.64,0
2011_09_26_drive_0032_sync_0000000263,0,0,0,0,-4.83,0
2011_09_26_drive_0022_sync_0000000254,0.41,0.41,0,2.07,0,0
2011_09_26_drive_0051_sync_0000000424,0,0,0,4.26,-2.02,0
2011_09_26_drive_0039_sync_0000000092,0.39,0,-0.23,1.45,-1.74,4.27
2011_10_03_drive_0027_sync_0000003738,-0.33,0.5,0,-4.48,0,0
2011_09_26_drive_0104_sync_0000000222,0.21,-0.17,0,4.03,-3.71,0
2011_09_26_drive_0018_sync_0000000127,0,-0.17,0.28,3.5,3.93,3.3
2011_09_26_drive_0027_sync_0000000145,0.29,0.5,0.16,0,4.24,4.4
2011_10_03_drive_0027_sync_0000000675,-0.13,0.2,-0.18,-1.25,0,-1.94
2011_09_26_drive_0036_sync_0000000800,0,0.28,-0.17,-2.22,-2.43,-0.86
2011_10_03_drive_0042_sync_0000001083,0.38,0.19,-0.41,-3.72,0,-1.8
2011_10_03_drive_0027_sync_0000000100,0,0,0,-1.63,2.57,0
2011_09_26_drive_0057_sync_0000000317,-0.1,0.44,0,0,-0.68,0
2011_09_26_drive_0087_sync_0000000381,-0.18,-0.22,0.43,4.78,0,0
2011_09_26_drive_0028_sync_0000000417,0,-0.28,0,-2.0,0,0
2011_09_26_drive_0032_sync_0000000250,0.36,0,0,0,0,-3.46
2011_09_26_drive_0086_sync_0000000361,0.18,0,-0.18,1.18,0.53,-2.24
2011_09_26_drive_0018_sync_0000000201,0,0,0,-4.58,0,0
2011_09_26_drive_0087_sync_0000000687,0,-0.16,0.23,1.4,2.74,0
2011_09_26_drive_0036_sync_0000000203,0,-0.29,0,0,-2.49,0
2011_09_26_drive_0064_sync_0000000015,0,0,0.13,0,0,0
2011_09_26_drive_0101_sync_0000000438,0,-0.21,0.4,0,-4.32,4.84
2011_09_26_drive_0096_sync_0000000404,-0.4,0,0,0,0,0
2011_10_03_drive_0027_sync_0000001157,0,0,0,0,-3.6,0
2011_09_26_drive_0059_sync_0000000049,0,0,0.3,1.92,1.46,0.96
2011_09_26_drive_0036_sync_0000000453,-0.3,0.35,-0.45,0,0,-4.27
2011_10_03_drive_0027_sync_0000001364,-0.46,-0.11,-0.24,0,-4.75,0
2011_10_03_drive_0027_sync_0000003850,0.42,0,-0.46,-4.31,-4.18,-3.64
2011_09_26_drive_0086_sync_0000000576,-0.18,0,-0.45,0,0,0
2011_09_26_drive_0084_sync_0000000130,0,0,0,0,0,-4.83
2011_09_26_drive_0022_sync_0000000715,0.26,0,-0.46,0,-5.0,0
2011_10_03_drive_0027_sync_0000002632,0.11,0.31,-0.49,0,-4.92,-0.7
2011_09_26_drive_0057_sync_0000000098,0,0,-0.32,4.51,1.24,2.89
2011_09_26_drive_0027_sync_0000000132,0.38,-0.17,0,0,0,3.31
2011_09_26_drive_0023_sync_0000000234,-0.34,-0.28,0.44,1.45,0,4.63
2011_09_26_drive_0084_sync_0000000271,0,0,0,0,0,-1.58
2011_09_26_drive_0032_sync_0000000307,0,0,0,0,0,2.83
2011_09_26_drive_0061_sync_0000000164,0,-0.39,0.39,1.74,-4.98,2.4
2011_09_26_drive_0061_sync_0000000217,0,-0.15,0.35,0.88,-1.41,0
2011_09_26_drive_0096_sync_0000000410,-0.12,-0.44,0.45,-3.81,0,-0.92
2011_09_26_drive_0028_sync_0000000290,-0.37,0,-0.31,0,0,4.54
2011_09_26_drive_0084_sync_0000000081,0,-0.17,0,0,0,0
2011_09_26_drive_0029_sync_0000000189,0.26,0,0,4.94,-2.23,-3.44
2011_09_26_drive_0023_sync_0000000114,0.2,-0.18,0,0,3.26,0.74
2011_09_26_drive_0087_sync_0000000479,0,-0.44,0,0,2.37,0
2011_10_03_drive_0027_sync_0000004239,-0.49,-0.46,0,0,-1.91,-2.66
2011_09_26_drive_0015_sync_0000000246,-0.1,-0.16,0,-2.42,0,2.13
2011_10_03_drive_0027_sync_0000001468,0.41,-0.28,-0.21,0,3.38,-3.74
2011_10_03_drive_0027_sync_0000004407,-0.25,0.4,-0.12,-1.95,0,0
2011_09_26_drive_0059_sync_0000000245,0,-0.34,0,0,0,-2.31
2011_09_26_drive_0101_sync_0000000848,0,0.46,0.43,-4.9,2.3,2.24
2011_10_03_drive_0027_sync_0000004514,0.24,0,0.12,4.03,0,-2.81
2011_10_03_drive_0027_sync_0000000556,-0.47,0,0,0,0,0
2011_09_26_drive_0087_sync_0000000029,0,0,0,0,0.61,0
2011_09_26_drive_0079_sync_0000000060,0,0,-0.23,-3.65,-3.77,-1.2
2011_10_03_drive_0042_sync_0000001008,0,0,0,1.8,0,0
2011_09_26_drive_0091_sync_0000000156,0.14,-0.13,-0.42,4.16,-1.82,0
2011_09_26_drive_0019_sync_0000000039,0.33,0.14,0,0,-4.21,-1.31
2011_09_26_drive_0101_sync_0000000843,0,0,0,0,0,-2.77
2011_09_26_drive_0023_sync_0000000269,0,0.31,0,3.79,3.28,0
2011_09_26_drive_0020_sync_0000000016,0,0.28,0,4.13,1.31,0
2011_10_03_drive_0027_sync_0000004087,0,0,0,-4.99,4.5,0
2011_10_03_drive_0042_sync_0000000656,-0.23,-0.3,0,1.41,0.51,2.88
2011_10_03_drive_0027_sync_0000000228,-0.14,0.31,0,4.51,-2.76,0
2011_09_26_drive_0091_sync_0000000209,-0.21,0,0,0,0,0
2011_09_26_drive_0035_sync_0000000114,0.24,0.16,-0.26,0,-3.19,-1.85
2011_09_26_drive_0029_sync_0000000128,0,0,0,0,-4.51,0
2011_09_26_drive_0019_sync_0000000005,0.39,0,-0.47,0,1.38,1.83
2011_10_03_drive_0027_sync_0000000580,-0.21,0.45,-0.32,-3.22,-3.88,0
2011_10_03_drive_0027_sync_0000002603,0.17,0,0.44,0,4.68,-4.52
2011_09_26_drive_0022_sync_0000000251,0,-0.38,0,0,0,0
2011_10_03_drive_0027_sync_0000000236,0,-0.34,-0.22,0,4.43,0
2011_10_03_drive_0027_sync_0000000213,0.36,-0.36,0.14,-0.93,0,-4.02
2011_09_26_drive_0011_sync_0000000032,0.19,0.44,0,1.86,1.14,-4.13
2011_09_26_drive_0018_sync_0000000205,0,-0.19,0.32,0,0,0
2011_09_26_drive_0091_sync_0000000199,0.45,0,0.45,0,-3.8,4.88
2011_09_26_drive_0101_sync_0000000706,0.27,0,0,0,0,0
2011_09_26_drive_0086_sync_0000000050,0,-0.24,0,-0.51,3.59,0
2011_09_26_drive_0096_sync_0000000379,0,0,-0.14,0,0,0
2011_10_03_drive_0027_sync_0000003939,0,0,-0.26,0,2.06,0
2011_09_26_drive_0017_sync_0000000081,-0.33,0,0.22,0,0,2.98
2011_09_26_drive_0028_sync_0000000344,0.12,0.1,0,0,-1.3,0
2011_09_26_drive_0036_sync_0000000476,0.35,0,-0.11,0,4.48,2.5
2011_09_26_drive_0056_sync_0000000075,0,0,-0.12,-3.37,0,3.1
2011_10_03_drive_0027_sync_0000003908,0,0,0,0,2.69,-4.93
2011_10_03_drive_0027_sync_0000000252,-0.31,0.13,-0.23,0,2.88,0
2011_09_26_drive_0022_sync_0000000633,0.4,0,0,0,0,-2.93
2011_09_26_drive_0101_sync_0000000122,-0.37,0.32,0.49,0,2.08,-4.67
2011_09_26_drive_0101_sync_0000000695,0,-0.38,0.33,0,-3.43,4.65
2011_10_03_drive_0042_sync_0000000586,0,0,0.45,-1.34,3.95,0
2011_09_26_drive_0032_sync_0000000053,-0.19,0,0,-1.38,-3.0,2.52
2011_09_26_drive_0101_sync_0000000855,-0.18,-0.31,0,-2.76,0,0
2011_09_26_drive_0032_sync_0000000280,0,0,0,-4.25,-1.15,-0.94
2011_09_26_drive_0022_sync_0000000258,0.28,0.12,0,0,-1.87,1.76
2011_09_26_drive_0101_sync_0000000749,-0.44,0,0,0,0,0
2011_09_26_drive_0051_sync_0000000062,0.16,0.2,0.42,0,-3.36,0
2011_09_26_drive_0001_sync_0000000023,0,0.16,-0.42,-1.96,-1.15,0.68
2011_10_03_drive_0027_sync_0000002111,0.26,0,0.21,0,0,0
2011_09_26_drive_0064_sync_0000000316,0,0.4,0.21,-3.99,3.91,0
2011_09_26_drive_0001_sync_0000000030,0,-0.49,0,-3.98,2.15,4.73
2011_10_03_drive_0042_sync_0000000626,-0.19,0,-0.1,0,-1.27,2.04
2011_09_26_drive_0019_sync_0000000307,0,0,0,0,0,-4.57
2011_10_03_drive_0027_sync_0000003172,-0.25,-0.49,0,1.17,0,4.49
2011_10_03_drive_0027_sync_0000003241,0,0,-0.26,0,0,0
2011_09_26_drive_0070_sync_0000000089,-0.44,0.43,0.46,0,-3.05,0.81
2011_09_26_drive_0096_sync_0000000330,0.32,-0.2,0.24,0,3.27,2.05
2011_10_03_drive_0027_sync_0000004516,0,-0.15,0,-0.8,0,0
2011_10_03_drive_0027_sync_0000004261,-0.31,-0.3,0.25,0,-0.73,-2.33
2011_09_26_drive_0022_sync_0000000343,0,0,0,1.14,0,0
2011_09_26_drive_0027_sync_0000000062,-0.44,0,0,0,0,0
2011_09_26_drive_0039_sync_0000000216,0,-0.21,0,1.28,4.76,4.53
2011_09_26_drive_0022_sync_0000000536,0,0,0,3.35,0,2.29
2011_09_26_drive_0101_sync_0000000612,0,0,0,-2.93,0,0
2011_09_26_drive_0064_sync_0000000386,0.31,0,-0.33,0,1.87,2.53
2011_09_26_drive_0029_sync_0000000014,0.17,0.42,-0.15,-3.47,0,4.78
2011_09_26_drive_0093_sync_0000000404,0.4,-0.21,0,1.34,1.47,1.37
2011_09_26_drive_0036_sync_0000000695,-0.37,0.18,-0.47,0,0.92,0.52
2011_10_03_drive_0042_sync_0000000010,0,0,0,3.04,0,0
2011_09_26_drive_0101_sync_0000000871,0.48,0.34,0,-0.85,-4.27,0
2011_09_26_drive_0096_sync_0000000289,-0.31,0,0,2.86,0,3.07
2011_09_26_drive_0059_sync_0000000315,-0.3,0,0.19,0,0,1.77
2011_10_03_drive_0047_sync_0000000088,0,0.36,-0.26,2.42,0,0
2011_10_03_drive_0027_sync_0000000337,-0.23,0,0.3,-4.27,3.95,4.32
2011_10_03_drive_0047_sync_0000000391,0,0,0,4.13,0,0
2011_09_26_drive_0087_sync_0000000456,0,0,-0.3,-0.73,2.69,0
2011_09_26_drive_0061_sync_0000000252,0.27,0,-0.15,-4.03,-4.25,4.17
2011_10_03_drive_0027_sync_0000003992,0,0,0.42,-1.21,0,0
2011_09_26_drive_0093_sync_0000000063,0,-0.42,0,0,0,0
2011_10_03_drive_0027_sync_0000000014,0,0.36,-0.44,-3.99,-0.7,-4.13
2011_10_03_drive_0042_sync_0000000985,0,0,-0.16,0,0,0
2011_09_26_drive_0046_sync_0000000012,0,0,0,4.87,0,0
2011_09_26_drive_0015_sync_0000000291,0,0,0,0,4.05,0
2011_10_03_drive_0027_sync_0000003828,0,0,0,0,-1.8,0
2011_09_26_drive_0015_sync_0000000023,0,0.48,0,0,-4.79,0
2011_09_26_drive_0011_sync_0000000049,0,0,0.18,-2.12,0,0
2011_10_03_drive_0027_sync_0000002565,0,0,0,0.95,0,0
2011_09_26_drive_0070_sync_0000000187,0,0,-0.45,-4.36,1.13,2.87
2011_09_26_drive_0070_sync_0000000352,0,-0.33,-0.31,4.69,2.19,0
2011_10_03_drive_0027_sync_0000004428,-0.45,0,0,-1.11,0,3.01
2011_10_03_drive_0027_sync_0000004165,-0.46,0.28,0,0,3.08,4.5
2011_10_03_drive_0047_sync_0000000574,0,0,-0.38,0,0,0
2011_09_26_drive_0056_sync_0000000054,0.38,0.13,-0.32,0,0.7,0
2011_09_26_drive_0104_sync_0000000080,0,-0.33,0.18,0,-4.44,-2.95
2011_10_03_drive_0027_sync_0000002467,0,0.15,0,0,0,-2.2
2011_09_26_drive_0086_sync_0000000592,0,-0.47,0.19,-1.96,-4.21,0.53
2011_09_26_drive_0028_sync_0000000004,0,-0.15,0,0,0,0
2011_10_03_drive_0027_sync_0000002379,-0.46,-0.22,0,0,-4.05,0
2011_09_26_drive_0093_sync_0000000291,0.47,0,0.48,0,0,0
2011_09_26_drive_0064_sync_0000000445,0,0,-0.23,0,0,0
2011_09_26_drive_0113_sync_0000000004,0,0.47,0,4.45,0,1.63
2011_09_26_drive_0061_sync_0000000047,-0.13,-0.4,0.29,4.68,0,1.46
2011_10_03_drive_0027_sync_0000000016,0.35,-0.37,0.13,0,-1.78,-0.7
2011_09_26_drive_0032_sync_0000000157,0,0.11,-0.5,0,1.45,0
2011_09_26_drive_0087_sync_0000000196,0.35,0,0,-1.57,0,0
2011_10_03_drive_0027_sync_0000000791,-0.32,-0.22,0.26,-4.07,0,0
